src,tgt,src_len,tgt_len,Meaning completely changed,remarks
"elsa eventually becomes queen, but she's terrified that people will find out about her powers and be afraid of her. they have a castle party, and the younger sister--anna--falls in love with a visiting dignitary, who proposes to her. elsa says, ""no"" and loses control of her powers in front of everyone.","elsa queen bani hoti hein, lekin voh apni powers ke baare mein logon ko patha nahi chalna chahiye ke dar bahut tha. jab castle party mein uska choti bahen anna ko us visiting dignitary ke saath love hotha hein, jo use propose kartha hein, elsa neh toh no bole aur apni power ko saare logon ke saamne dekha dethi hein",52,60,,
i wonder if the mayor is paid off somewhere in the town or gets a cut of the beaches being open? he's far to adamant about keeping them open.   and i always thought tiger sharks were smaller.,main soch raha tha ki mayor sheher mein kahin paise leta hai ya beach ke khulne pe? woh beach kholne par bohot adamant tha. aur mujhe humesha lagta tha ki tiger sharks chotti hoti hain.,37,35,,
"oh wow! i am surprised by that, i thought they would keep their story line going for another movie or two. ","are vah! mein tho surprised huva, lekin mein soch raha hoon ki is story line tho dusra movie se likha gaya hein",21,22,1,tense incorrect
i once toyed with the idea of opening a coffee shop called dunkin buckstar's,mainne ek baar dankin bakestaar naamak ek kophee kee dukaan kholane ke vichaar ke saath khilavaad kiya,14,17,,
i also like how they show the friendship between mike and sully develop,mujhe ye bhi acha laga ki kaise unhone mike aur sully ki friendship develop hote dikhaya,13,16,,
really you think its forgettable?,really tumhe lagta hai ye forgettable hai?,5,7,,
probably not because she was a drug addict.  i think he was referring to his adopted family.,nahin ho sakta kyonki woh ek drug addict thi. mujhe lagta hai woh apni adopted family ke baare mein bata raha tha.,17,22,,
side track how long is this task suppose to be?,side track kitna lamba task hein yar,10,7,1,
"i think it's ironic that the mugger's name is joe chill, but he isn't  chill if he murders people.","mere khyal se ye ironic hi hai ki mugger's name is joe chill , lekin wo chill nahi hai if he murders people.",19,23,,
"and if im being honest, pixar usually makes good movies so i have good expectations. illumination movies is what im "" iffy"" about.","aur sach bolun to, pixar hamesha achi movies banati hai to mujhe achi expectations hain. illumination movies keliye main thoda ""iffy"" hun.",23,22,,
"i agree. i think the email system was less personal than how god would actually answer prayers in reality. however, at that point i'm sure he was overwhelmed. how would you answer everyone's prayers if you had to be god?","haan,... ab sabhi update hogaye tho kyon god bhi apne email system se kyon nahi chaleye... however, voh tho badi overwhelmed they.. kya voh saari prayers sunthe, jaise god ke tarah?",40,31,1,
the critics rated it too low for my feeling.,mere khyaal se critic rating bahut kam tha,9,8,,
eh,eh,1,1,,
crazy stuff,eah bahuth hi manoranjak tha,2,5,1,crazy - > manoranjak
true that.  pretty impressive for jim carrey's career!  i hope you didn't watch evan almighty lol,"sach hai, jim carrey ke career ke ke liye yah bahut impressive hai! i hop tumne evan almighty nahi dekhi hai lol",16,22,,
i've heard debates on superman's and batman's outfits in this movie. some say that they are awesome and some say that they are ridiculous and too different form their b eloved originals. what are your thoughts on this?,mainne is philm mein suparamain aur baitamain ke aautaphit par bahas sunee hai. kuchh ka kahana hai ki ve kamaal ke hain aur kuchh kahate hain ki ve haasyaaspad hain aur bahut alag roop mein unake b ailovaid mool hain. is par aapake vichaar kya hain?,38,46,,
loki using clint barton to help him with the tesseract was awesome too. i like him even though he's a bad guy,loki ka clint barton ko use karna  tesseract ki liye help k liye bhi awesome tha. mujhe wo pasand hai even though wo bad guy hai,22,26,,
so hiccup and his friends decide they are going to help out hiccups friendly dragon and they all learn how to train awkward dragons and go off to fight the biggest dragon which they call red death.,"isliye hiccup aur uske friends ne decide kiya ki wo biggest dragon ki jisko red death kaha jata hai unse ladai ke liye, wo hiccups friendly dragon ko madad karenge aur wo log sikhenge ki awkward dragons ko kaise train kiya jaye.",37,42,,
do you generally watch movies with good ratings or do you prefer to give a chance to have your own view about movies?,kya tum generally woh movies dekhte ho jiski rating achchi ho ya tum prefer karte ho ek chance dene ki aur khud ka anumaan lagane ki movies ke baare mein?,23,30,,
"she did an amazing job portraying a mute cleaner in this film, but the love story was so sad as well.",voh ache job portraying kiya mute cleaner ke tarah is film mein. lekin love story tho sad hein,21,18,,
yes i found the first half very entertaining. i haven't seen this movie in a little wow i might go back and watch it,"han, muje first half bada entertaining laga. maine ye movie little wow me nahi dekhi, main shayad jaunga aur dekhunga.",24,20,,
mine is thriller. i live fatal attraction,mujhe romanchakari . mujhe fatal atrraction pasand hain,7,8,,
"yes. i really appreciated how much thought went into the movie's title. i think it's really cool how it refers to los angeles, music, and having your head in the clouds all at once. it's really spectacular how they summed up so many elements of the movie in such a short title","han, maine bht appreciate kiya ki movie ke name ke baare mein kitna socha gya hai. mujhe achha lga ki kaise ye ek hi baar mein los angeles, music, or badalon mein sir dene ke baare mein btata hai. yeh sach mein bahut badiya hai ki kaise movie ke chhote se titile mein itne saare elements ko pura kiya gya hai.",52,61,,
yeah i don’t really listen to critics as most times they get it wrong. did you think it was too sappy?,"haan main critics ki nahi sunta hu, jyadatar wo log galat rahte hai. kya tumhe laga tha wo bahut sappy thi?",21,21,,
my friend sent me here,mere mitr ne mujhe yahan bheja,5,6,,
"it kind of leaves a cliffhanger there.  there are a couple of twists, though.",yah vahaan ek kliphanar ko chhod deta hai. haalaanki kuchh jode hain.,14,12,1,
do the join forces after that?,kya usake baad sena mein shaamil hote hain?,6,8,,
"yeah i'm sure that wasn't explained as well as it should have, but they probably needed to get to the bang bang scenes faster","yeah, i am sure that wasn't explained jaisse hona chaiiya tha, par ho sakta hai they needed to get to the bang bang scenes faster",24,25,,
yeah i feel bad too,haan muje bhi bura laga,5,5,,
"wonder what cda stands for in this movie. clearly, it's some form of an enforcer but what type of enforcer does a monster have? ","cda tho is movie ke liye stands kiye... clearly, kuch enforcer form kare aur monster ke paas kis taray ka enforcer hein",24,22,1,
or have to read what nolan thought making this movie,ya padhana hoga ki nolan ne is philm ko banaane ke baare mein kya socha tha,10,16,,
he is hilarious.,voh toh hilarious hein,3,4,,
agreed. there's a comment at the bottom about species stereotypes which sounds interesting too,maantha hoon. kuch species stereotype ka comment bottom mein hein bahut interesting laga,14,13,,
conversation's up for me. have a great day!,mere converstation chalu hai. have a great day!,8,8,1,
"it's kind of creepy how he just waited for albright to accept the friend request, too.",uska albright ka friend request accept karne tak wait karna kaafi creepy tha,16,13,,
i enjoy comedy that is funny but has a good story line.,muje vo comedy achi lagti hai jo funny bi ho aur achi kahani  sath ho,12,15,,
"looks like ""mike"" goes to college in this movie","lagta hai ""mike"" is movie mein college jaata hai",9,9,,
not at all. id give the movie a 10/10 its something i was raised on lol my mom used to put it on to shut me up,bilkul nahi. main movie ko 10/10 dunga. main isey dekh kar bada hua hu lol meri mom mujhe ye chalakar mujhe shut up karti thi,27,25,,
"unlikely yes, i think they were going for a mysterious beginning to show how batman came to be.  but still want to leave some mystery as he still develops a phobia to   the bats","unlikely haan, mujhe lagta hai wo batman kaise bana k ek mysterious beginning dikhana chahte the, but phir bhi thodi mystery chhodna chahte the ke use bats ka phobia kaise hota hai.",34,32,,
looks like we got monsters university,lagtha hein ki hamme monsters university mila hein,6,8,,
"yes, also the cast of the film includes idris elba, ginnifer goodwin","yes, film ke cast mein idris elba, ginnifer goodwin bhi hai",12,11,,
"still the story sounds like one of importance that should be told, ill have to tune in.",phir bhi is kahani aisa mahatwa lagta hai ki sabhi ko batana chahiye. humko sunna padega.,17,16,,
"yeah i think she was pretty upset. like i said i didn't really understand all of that. i was mostly in it for the math. what an interesting, fascinating story.","haan, mujhe lagata hai ki vah bahut pareshaan thee. jaisa mainne kaha ki main vaastav mein us sab ko samajh nahin paaya hoon. main jyaadaatar ganit ke lie isamen tha. kya dilachasp, aakarshak kahaanee hai.",30,35,,
i've got to google that.  i really do love this movie.  98% it's nice to know i like a movie others do to.,"maine ye google me paya.muje ye moive vastav me pasand hai,98% ye achi hai  muje pasand hai dusro ka pata nahi",23,21,,
"that is cool,","vah shaant hai,",3,3,1,
does he kill luther?,kya vah ko luther maarata hai?,4,6,,
hello. do you like movies?,"hello, kya tumhe movies achchi lagti hai?",5,7,,
the mayor of the beach town is kind of the bad guy as he doesn't want to tell the beach goers how dangerous the beach is.,beach town ka mayor kuch gadbad type ka aadmi hai kyunki woh beach goers ko beach ke khatron ke baare mein nahi batana chahta.,26,24,,
all the best,all the best,3,3,,
"cool, this definitely helped me out . oh hey is this a disney movie or who is it made by?","cool, ye definitely mujhe help karta hai. oh kya ye disney movie hai ya ye kisne banayi hai?",20,18,,
hey the guy was convincing enough to get a job with american world airways.,are yeh guy tho american world airways ka job ko hi convince kar raha hein,14,15,1,
i suppose you have a point. i just think she was more independent of the average woman portrayed in films as she didn't cling on to sebastian when things didn't work out for her.,aapke pas point hai. mujhe lagta hai wo films mein portray ki jaane wali average woman se zyada independent thu kyunki jab uska kaam sahi nahi bana to usne sebastian ko cling nahi kia.,34,34,,
